StoryHeight,lat,lon,wayid,sunlight(hours),roofsize(sqft),avg_elec_bill,recommended_panel,recommended_sqft,height
2,42.283279,-71.4417638,213267099,1506,1938,100,4.25 kW,300,
1.5,42.285719,-71.4194073,213259074,1419,405,100,5.5 kW,388,
2,42.310822,-71.4493702,213268798,1299,1938,100,5.25 kW,370,
2,42.2929482,-71.4057934,213252342,1131,282,100,4 kW,282,
2.5,42.2728898,-71.4356182,213265122,1141,863,100,6 kW,423,
1,42.3130979,-71.4348289,213264835,1249,863,100,5.5 kW,388,
1,42.2751326,-71.4170881,213258193,1382,2854,100,4.75 kW,335,
2,42.2975774,-71.4552836,213269898,1169,1092,100,6 kW,423,
2.5,42.2737434,-71.4153487,213257548,1195,987,100,6 kW,423,
2,42.2599581,-71.4215178,213260323,1378,810,100,5 kW,352,
1.5,42.3152032,-71.4271766,213262851,1287,669,100,5.25 kW,370,
2,42.272398,-71.4377981,213265823,1420,1057,100,4.75 kW,335,
1.75,42.2682596,-71.4301915,213263545,1169,1145,100,6.25 kW,440,
1,42.3006917,-71.4096128,213254287,1137,828,100,6 kW,423,
1.25,42.3044535,-71.4054764,213252203,1262,546,100,6.25 kW,440,
1,42.3035467,-71.4881651,213273310,1271,1110,100,5.25 kW,370,
1,42.2717638,-71.4320004,213264046,1297,1004,100,5.25 kW,370,
1,42.2867793,-71.4422172,213267238,1411,652,100,4.75 kW,335,
2,42.2958484,-71.4358037,213265164,1126,881,100,6 kW,423,
1.5,42.2660505,-71.4249966,213262035,1207,1004,100,6 kW,423,
1.75,42.291989,-71.4329744,213264318,1446,388,100,5.5 kW,388,
2,42.3017652,-71.4173432,213258213,1242,1251,100,5.75 kW,405,
1,42.3041477,-71.4654406,213271190,1502,1727,100,4.25 kW,300,
1.5,42.3044428,-71.4086693,213253814,1227,423,100,6 kW,423,
1,42.3107959,-71.4728378,213271736,1233,599,100,8.25 kW,581,
2,42.2803295,-71.420451,138802875,1438,863,100,4.5 kW,317,
1,42.3130016,-71.4028015,213250788,1393,1797,100,4.75 kW,335,
1.75,42.2711421,-71.3967016,213249066,1373,405,100,5.75 kW,405,
2,42.2847714,-71.4082982,213253607,1241,405,100,5.75 kW,405,
1,42.3068108,-71.487655,213273295,1112,1163,100,6 kW,423,
2,42.301958,-71.4066051,213252641,1289,1427,100,5 kW,352,
2,42.2867471,-71.408762,213253821,1179,352,100,5 kW,352,
1,42.306452,-71.4558402,213269977,1415,1075,100,4.75 kW,335,
2,42.2943165,-71.4393287,213266222,1357,1075,100,5.25 kW,370,
2.5,42.2715598,-71.4259938,213262486,1278,846,100,5.25 kW,370,
2,42.2943101,-71.4317221,213263950,1217,440,100,6.25 kW,440,
1,42.2822353,-71.4118235,213255271,1232,335,100,4.75 kW,335,
1,42.3094845,-71.4072313,213252897,1447,987,100,4.5 kW,317,
2,42.3082856,-71.419848,213259216,974,916,100,8.25 kW,581,
2,42.2770373,-71.4504137,213269080,1200,1286,100,5.75 kW,405,
1,42.3058184,-71.4522689,213269387,1271,1286,100,5.25 kW,370,
2.5,42.2823719,-71.4121945,213255461,1394,581,100,5.25 kW,370,
2.5,42.271531,-71.425043,213262067,1361,705,100,5.25 kW,370,
1,42.2841746,-71.4489064,213268757,1185,2537,100,5.75 kW,405,
1,42.3101921,-71.4073473,213253037,1251,1180,100,5.5 kW,388,
1,42.3078175,-71.4275013,213262962,1454,1815,100,4.5 kW,317,
2,42.2812953,-71.4560721,213269990,1375,1128,100,4.75 kW,335,
2,42.2672647,-71.4184565,213258653,1500,476,100,5 kW,352,
2.5,42.2700346,-71.4191893,213258939,1494,1110,100,4.5 kW,317,
2.5,42.2716714,-71.4172041,213258166,1358,599,100,5 kW,352,
1,42.3009106,-71.4574171,213270226,1482,1092,100,4.5 kW,317,
2,42.3092505,-71.4662522,213271264,1301,1163,100,5.25 kW,370,
1,42.3066009,-71.4055614,213252258,1455,934,100,4.5 kW,317,
1,42.2695738,-71.3960058,213248965,1450,1022,100,4.5 kW,317,
1,42.3138026,-71.4590867,213270421,1095,669,100,6.75 kW,476,
2,42.2864713,-71.4097825,213254336,1448,581,100,5 kW,352,
2.5,42.2760106,-71.4137716,213256836,1467,899,100,4.5 kW,317,
2,42.2955057,-71.4357573,213265174,764,317,100,4.5 kW,317,
2.5,42.270806,-71.414962,213257314,1434,987,100,4.5 kW,317,
1,42.3057913,-71.4572315,213270214,1412,1779,100,4.75 kW,335,
1.5,42.2976757,-71.4071386,213252818,1499,1039,100,4.5 kW,317,
2,42.2996297,-71.4510283,213269182,1516,1251,100,4.25 kW,300,
2,42.3117123,-71.4695218,213271452,1487,1709,100,4.5 kW,317,
1,42.3116601,-71.4602926,213270825,1129,1198,100,6.25 kW,440,
2,42.2904874,-71.4569533,213270139,1419,1868,100,4.75 kW,335,
1,42.2704724,-71.4171577,213258125,1290,1004,100,5.75 kW,405,
2,42.27902,-71.3982758,213249366,1448,1075,100,4.75 kW,335,
2.5,42.3145092,-71.4003662,213250065,987,669,100,8.25 kW,581,
2,42.2660661,-71.4262025,213262555,844,123,100,1.75 kW,123,
1,42.3146365,-71.407788,213253294,1170,1128,100,5.75 kW,405,
1.75,42.2992104,-71.4054187,213252199,1437,335,100,4.75 kW,335,
2,42.2881671,-71.4214714,213260360,1400,1145,100,5 kW,352,
2,42.3152728,-71.4373807,213265695,1283,1498,100,5.5 kW,388,
2,42.2856852,-71.4209844,213259809,1494,863,100,4.5 kW,317,
1.5,42.2712333,-71.4339484,213264564,1271,581,100,5.5 kW,388,
2.5,42.2690162,-71.4198016,213259293,1451,775,100,4.75 kW,335,
1,42.2986207,-71.4275708,213263003,1350,3876,100,4.75 kW,335,
3,42.2823161,-71.4159749,213257769,1454,1004,100,4.75 kW,335,
2,42.3075176,-71.4337165,213264522,1367,1480,100,4.75 kW,335,
2,42.2722426,-71.44021,213266547,1321,846,100,5 kW,352,
1,42.3110654,-71.4837131,213273024,1488,1163,100,4.5 kW,317,
1,42.3062671,-71.4582983,213270317,1197,1339,100,5.75 kW,405,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
2,42.299817,-71.4506456,213269075,1444,1603,100,4.75 kW,335,
1,42.2664958,-71.4247647,213261944,1314,828,100,5.5 kW,388,
1.5,42.3153279,-71.4312583,213263863,1281,722,100,5.25 kW,370,
1,42.3125768,-71.4314902,213263877,1264,1057,100,5.25 kW,370,
1,42.3085948,-71.4535212,213269561,1418,969,100,4.5 kW,317,
2,42.2630494,-71.4294262,213263433,1328,2026,100,5 kW,352,
1.75,42.3072826,-71.4265272,213262666,1435,669,100,5.25 kW,370,
2.5,42.2732345,-71.4204278,213259613,1395,1357,100,5 kW,352,
2,42.3074706,-71.4637246,213271055,1212,1586,100,5.75 kW,405,
2,42.2974251,-71.4334382,213264433,1383,599,100,5.5 kW,388,
1,42.2696556,-71.4247834,213262056,1353,7012,100,4.75 kW,335,
2,42.2739284,-71.4184565,213258603,1477,458,100,4.75 kW,335,
1.75,42.2858274,-71.408159,213253522,1388,546,100,5.25 kW,370,
1,42.2883802,-71.4435634,213267620,1167,634,100,6 kW,423,
2.25,42.3020772,-71.4119626,213255305,1171,722,100,6 kW,423,
1,42.2760338,-71.4095738,213254255,1381,2378,100,4.75 kW,335,
2,42.3100223,-71.4454742,213267962,1078,1533,100,6.5 kW,458,
2,42.3091025,-71.4839913,213273072,1511,1462,100,4.5 kW,317,
1,42.3064827,-71.4046337,213251791,1418,1039,100,5 kW,352,
2,42.2729566,-71.3964233,213249016,1491,2008,100,4.25 kW,300,
1,42.3011437,-71.454356,213269779,1482,1057,100,4.5 kW,317,
1,42.3109307,-71.4118699,213255288,1430,969,100,4.5 kW,317,
2,42.2936574,-71.43316,213264334,1343,881,100,5.5 kW,388,
1,42.2959592,-71.4257851,213262342,1428,687,100,4.75 kW,335,
2,42.276682,-71.41584,213257794,1421,4863,100,4.5 kW,317,
2,42.2933112,-71.4087389,213253811,1397,2079,100,4.75 kW,335,
1.75,42.2693199,-71.4173896,213258301,1156,581,100,7 kW,493,
2,42.2893992,-71.4116882,213255184,1091,634,100,6.75 kW,476,
2.25,42.2731855,-71.4275279,213262990,1253,370,100,5.25 kW,370,
1,42.3074112,-71.4160677,213257828,1461,1603,100,4.5 kW,317,
1.75,42.2926572,-71.4316293,213263932,1347,564,100,6.5 kW,458,
2,42.3094942,-71.4044018,213251720,1113,934,100,6.5 kW,458,
2.5,42.2882718,-71.4054223,213252151,1417,581,100,4.75 kW,335,
1,42.2785169,-71.4512486,213269212,744,317,100,4.5 kW,317,
2,42.2849971,-71.4703334,213271478,1255,1321,100,5.5 kW,388,
2,42.3045623,-71.4547734,213269825,1174,1480,100,6 kW,423,
2,42.2867928,-71.4089244,213253929,1249,1145,100,5.75 kW,405,
2.5,42.2903707,-71.4182941,213258626,1111,987,100,6.75 kW,476,
2.5,42.2813171,-71.4190131,213258852,1189,705,100,6.5 kW,458,
1,42.2895865,-71.4050512,213251989,1399,1797,100,4.75 kW,335,
1,42.3091269,-71.4609419,213270875,1164,1180,100,6 kW,423,
2.5,42.2888589,-71.4084837,213253730,1491,370,100,5 kW,352,
1,42.3142629,-71.4023376,213250643,1273,899,100,5.25 kW,370,
2,42.3068622,-71.4594114,213270566,1279,1674,100,5.25 kW,370,
1,42.2694531,-71.3968408,213249088,1087,899,100,6.5 kW,458,
2,42.3131636,-71.4684087,213271400,1121,1991,100,6.25 kW,440,
2,42.2721392,-71.4335774,213264467,1327,581,100,5.5 kW,388,
1,42.3046849,-71.4880723,213273303,1109,863,100,6.25 kW,440,
1,42.2678825,-71.4228166,213261163,,,,,,
2,42.2978258,-71.4334772,213264452,1258,1269,100,5.75 kW,405,
2,42.2721653,-71.4422906,213267246,1349,511,100,5.5 kW,388,
1,42.3126359,-71.4047265,213251851,1359,1233,100,5 kW,352,
2,42.2999034,-71.4214482,213260411,1347,1110,100,5.25 kW,370,
2,42.2885874,-71.4079735,213253338,1280,1427,100,5.25 kW,370,
2.5,42.291687,-71.424538,213261850,1458,899,100,5 kW,352,
1.25,42.2619471,-71.423837,213261640,1203,282,100,4 kW,282,
1.75,42.295364,-71.44566,213268013,1092,863,100,6.5 kW,458,
2,42.2859332,-71.4094578,213254228,1402,529,100,5.5 kW,388,
2.5,42.2918659,-71.4087215,213253794,1510,969,100,4.25 kW,300,
1,42.2867028,-71.423953,213261723,1218,1445,100,5.5 kW,388,
1,42.3158714,-71.4434103,213267532,1251,1709,100,5.25 kW,370,
2,42.2872728,-71.4245791,213261886,1190,458,100,6.5 kW,458,
2.25,42.3013843,-71.4086229,213253727,1404,969,100,5.75 kW,405,
1,42.3045823,-71.4190595,213258872,1173,951,100,6 kW,423,
1,42.260689,-71.4249966,213262050,1144,669,100,6 kW,423,
1,42.2673163,-71.4107566,213254805,1256,722,100,6 kW,423,
1,42.3034444,-71.4084837,213253672,1435,828,100,4.75 kW,335,
2,42.284628,-71.4058861,213252390,1285,529,100,5.75 kW,405,
1.5,42.2948701,-71.4375199,213265793,1175,599,100,7.75 kW,546,
2,42.3041849,-71.4438277,213267661,1026,1339,100,7 kW,493,
1,42.2961435,-71.4310032,213263794,1376,1128,100,5 kW,352,
2,42.305427,-71.4261098,213262579,1502,1233,100,4.25 kW,300,
2,42.310751,-71.4048541,213251979,1434,705,100,4.5 kW,317,
1,42.265562,-71.420505,213259624,1267,211,100,3 kW,211,
2,42.2974423,-71.4562576,213270064,1452,1075,100,4.5 kW,317,
2,42.3059139,-71.4136789,213256661,1411,1075,100,4.75 kW,335,
2,42.2838568,-71.4041699,213251674,1303,1057,100,5.25 kW,370,
2,42.3148413,-71.4226022,213261089,,,,,,
1,42.3047238,-71.4147921,213257227,1406,1392,100,4.75 kW,335,
1,42.2873029,-71.4393475,213266214,1273,1198,100,5.5 kW,388,
2,42.2875889,-71.4824145,213272821,1339,1286,100,5 kW,352,
2,42.3086905,-71.4647913,213271129,1442,1392,100,4.5 kW,317,
1,42.2931097,-71.4399938,213266444,1290,1286,100,5 kW,352,
2,42.2915604,-71.4086751,213253761,1476,687,100,4.5 kW,317,
1,42.3071057,-71.4043554,213251659,1348,758,100,5 kW,352,
1.75,42.307246,-71.4348181,213264811,1258,423,100,6 kW,423,
1,42.3069375,-71.4538458,213269610,1256,1057,100,5.5 kW,388,
2,42.2594585,-71.4203118,213259496,1394,1392,100,4.75 kW,335,
2,42.2786183,-71.4130063,213256518,1470,1885,100,5 kW,352,
1,42.303044,-71.4172041,213258176,1108,740,100,6.5 kW,458,
2.5,42.2898733,-71.4249966,213262099,1218,740,100,7 kW,493,
3,42.281326,-71.411204,213255017,1487,1603,100,4.25 kW,300,
2,42.2752282,-71.4160403,213257838,1403,4475,100,4.75 kW,335,
1,42.3065268,-71.4108958,213254770,1138,793,100,6.75 kW,476,
1,42.3127418,-71.438262,213265994,1423,335,100,4.75 kW,335,
1,42.3016877,-71.4073241,213253013,1311,1163,100,5 kW,352,
2.5,42.3021899,-71.4142123,213256995,971,440,100,6.25 kW,440,
2,42.2934901,-71.4381692,213265938,1413,951,100,5 kW,352,
3,42.3109002,-71.3868211,213247692,1372,1885,100,4.75 kW,335,
2.5,42.2735175,-71.4193378,213259012,1447,1269,100,4.75 kW,335,
1,42.2964366,-71.4465468,213268248,1180,1128,100,5.75 kW,405,
2.5,42.2794088,-71.4142819,213257124,1366,1568,100,5 kW,352,
1,42.3004896,-71.457904,213270259,1260,1039,100,5.75 kW,405,
2,42.2892826,-71.4256923,213262309,1286,529,100,5.5 kW,388,
2,42.2940747,-71.4304814,213263669,1248,599,100,5.5 kW,388,
2,42.2859517,-71.4741595,213271817,1001,617,100,7.75 kW,546,
1,42.3084604,-71.4044482,213251740,1167,1110,100,5.75 kW,405,
1,42.3149399,-71.4431784,213267427,1251,1709,100,5.25 kW,370,
2,42.2745898,-71.4128439,213255948,1401,987,100,4.75 kW,335,
2.5,42.2878593,-71.4102928,213254579,1306,405,100,5.75 kW,405,
5,42.2946879,-71.49162,213273328,1406,6748,100,4.5 kW,317,
1.75,42.3093781,-71.4132614,213256566,1225,511,100,6 kW,423,
1,42.309807,-71.4118235,213255242,1436,1022,100,4.5 kW,317,
1.75,42.2934341,-71.4200335,213259317,783,529,100,7.5 kW,529,
2,42.299794,-71.408727,213253804,1378,5479,100,4.75 kW,335,
1.75,42.2902883,-71.4032421,213251091,1434,705,100,4.75 kW,335,
2,42.2803017,-71.4587927,213270394,1154,687,100,6.25 kW,440,
1.75,42.2896766,-71.4267128,213262753,1369,881,100,4.75 kW,335,
2,42.2731459,-71.42667,213262804,1453,4810,100,4.5 kW,317,
1.75,42.2826491,-71.4404999,213266601,868,440,100,6.25 kW,440,
2,42.2703025,-71.4070976,213252877,1428,881,100,4.75 kW,335,
2,42.2951977,-71.4453815,213267919,1253,1251,100,5.5 kW,388,
2,42.2714691,-71.4324642,213264160,1503,722,100,4.75 kW,335,
1.75,42.3040903,-71.4114524,213255030,1375,669,100,5.5 kW,388,
1,42.2888735,-71.4461259,213268085,1427,969,100,4.75 kW,335,
2,42.270081,-71.396145,213248969,1246,1075,100,5.5 kW,388,
1.5,42.3006514,-71.4485122,213268666,1365,581,100,5.5 kW,388,
1,42.311643,-71.4320236,213264057,1126,899,100,6.25 kW,440,
1.75,42.3023854,-71.4123801,213255507,1437,458,100,5 kW,352,
1,42.3122387,-71.4074633,213253081,1104,581,100,6.75 kW,476,
1,42.2722023,-71.3950317,213248811,1009,775,100,7.25 kW,511,
2,42.271863,-71.4256923,213262295,1508,634,100,5.25 kW,370,
1,42.2739597,-71.4465874,213268263,1368,1321,100,4.75 kW,335,
1,42.3028454,-71.4111277,213254881,1227,881,100,5.75 kW,405,
1,42.3089732,-71.3944663,213248711,1438,969,100,4.75 kW,335,
2,42.3123665,-71.4694291,213271447,1251,1445,100,5.5 kW,388,
1,42.3019019,-71.4188275,213258799,1116,1321,100,6.25 kW,440,
2,42.2754718,-71.4047729,213251919,1445,1004,100,4.5 kW,317,
2,42.289585,-71.410575,213254635,1400,423,100,6 kW,423,
2.5,42.2713486,-71.4157198,213257653,1282,863,100,5.75 kW,405,
2,42.3050016,-71.4108958,213254856,1456,881,100,4.5 kW,317,
1,42.3128171,-71.4082518,213253619,1387,1321,100,4.75 kW,335,
2.75,42.2820278,-71.4130295,213256439,1299,810,100,5 kW,352,
1,42.3085032,-71.4222599,213260700,1154,3013,100,5.75 kW,405,
1,42.3110828,-71.4829247,213272939,1431,1004,100,4.75 kW,335,
1,42.3089664,-71.4753653,213271996,1362,1374,100,5 kW,352,
1,42.2935004,-71.4730001,213271745,1109,828,100,6.25 kW,440,
2,42.2824694,-71.4112205,213254964,1402,1004,100,4.75 kW,335,
2.5,42.2843916,-71.4225014,213261106,1430,1092,100,5 kW,352,
2,42.2904498,-71.4851739,213273194,1372,846,100,5.25 kW,370,
1,42.2884467,-71.4457433,213268019,1494,1039,100,4.5 kW,317,
2,42.3092377,-71.4155343,213257599,1503,987,100,4.25 kW,300,
2.5,42.2718964,-71.417436,213258309,1417,617,100,5.75 kW,405,
2.25,42.2786001,-71.4146761,213257220,1374,1603,100,5.25 kW,370,
1,42.3069192,-71.4032421,213251081,1340,1092,100,5 kW,352,
2,42.2847199,-71.4783798,213272239,1222,1286,100,5.75 kW,405,
1,42.3094616,-71.3999914,213249977,1243,1938,100,5.25 kW,370,
1.75,42.2919781,-71.4324642,213264193,1227,722,100,5.5 kW,388,
2,42.2883094,-71.4065355,213252586,1378,458,100,5.75 kW,405,
1,42.2867715,-71.4437097,213267577,1433,1251,100,5.25 kW,370,
2,42.2997654,-71.4522591,213269359,1413,1304,100,4.75 kW,335,
2,42.2840772,-71.4048193,213251868,1304,1022,100,5.25 kW,370,
2,42.2858363,-71.4807218,213272507,1341,2044,100,5 kW,352,
1.5,42.2600714,-71.4217497,213260480,1382,564,100,5 kW,352,
2,42.3128932,-71.3980469,213249277,1379,687,100,5 kW,352,
1,42.3098638,-71.4178303,213258396,1239,1269,100,5.75 kW,405,
3,42.2813679,-71.4105657,213254619,1486,1568,100,4.5 kW,317,
2,42.2705272,-71.4375199,213265773,1481,599,100,4.75 kW,335,
1,42.3101769,-71.4104783,213254594,1210,916,100,5.75 kW,405,
2,42.2663274,-71.4202859,213259499,1434,511,100,4.75 kW,335,
1,42.3057322,-71.4584374,213270351,1288,1357,100,5.25 kW,370,
2,42.2701198,-71.440094,213266529,1419,1145,100,4.75 kW,335,
2,42.3026518,-71.4642811,213271089,1497,1568,100,4.25 kW,300,
2,42.2951228,-71.4352471,213264926,1277,1180,100,6.25 kW,440,
1,42.2692854,-71.3962842,213248982,1297,881,100,5.25 kW,370,
1,42.2869128,-71.4850579,213273147,1237,2044,100,5.5 kW,388,
2.25,42.2722127,-71.4168794,213258077,1390,687,100,5.5 kW,388,
2,42.3089508,-71.4835275,213273007,1518,793,100,4.5 kW,317,
1.75,42.2847411,-71.451295,213269176,911,581,100,8.25 kW,581,
1,42.3048263,-71.4507848,213269107,1466,1198,100,4.75 kW,335,
2,42.3143661,-71.4042858,213251646,1155,1075,100,6 kW,423,
2,42.279299,-71.4593882,213270466,1004,1198,100,7 kW,493,
1,42.3056936,-71.4259242,213262434,1417,969,100,5 kW,352,
2.5,42.2695388,-71.4189203,213258834,1467,634,100,5 kW,352,
1,42.2712114,-71.3941348,213248602,1213,511,100,6.5 kW,458,
2,42.267153,-71.4184565,213258682,1333,758,100,5.25 kW,370,
1,42.2701792,-71.4423435,213267235,1192,1515,100,5.75 kW,405,
1,42.2706248,-71.4387722,213266078,1196,1163,100,5.75 kW,405,
1,42.3051528,-71.4273621,213262887,1475,810,100,4.75 kW,335,
1,42.2889374,-71.4122873,213255457,1149,881,100,6.5 kW,458,
2.5,42.2850303,-71.4231876,213261358,738,634,100,9 kW,634,
1,42.3021663,-71.4002966,466749137,1444,5673,100,4.5 kW,317,
2,42.3013955,-71.4496253,213268860,1387,916,100,5 kW,352,
2.25,42.284365,-71.409857,213254378,1342,1163,100,5 kW,352,
1,42.3146618,-71.4805131,213272429,1123,1568,100,6 kW,423,
3,42.2950684,-71.4427146,213267315,1489,934,100,5 kW,352,
1,42.2964552,-71.419964,213259318,1152,1709,100,5.75 kW,405,
4,42.2975212,-71.482716,213272951,1520,8052,100,4.25 kW,300,
1,42.3139001,-71.4777305,213272196,1472,1075,100,4.5 kW,317,
1,42.3130743,-71.431351,213263901,1391,1286,100,4.75 kW,335,
2,42.3141826,-71.4718407,213271658,1233,1286,100,5.75 kW,405,
2,42.3014553,-71.4329512,213264249,1481,3788,100,4.5 kW,317,
2,42.3038581,-71.4643739,213271086,1399,1621,100,4.75 kW,335,
1,42.3059901,-71.4054687,213252235,1165,1004,100,5.75 kW,405,
1,42.3092924,-71.393872,213248550,1407,1850,100,4.75 kW,335,
1,42.311093,-71.4063964,213252551,1137,969,100,6.25 kW,440,
2,42.2912702,-71.4806059,213272419,1300,1498,100,5.25 kW,370,
1.75,42.313395,-71.4005981,213250131,1202,669,100,6.25 kW,440,
2,42.2782833,-71.4519675,213269336,963,1251,100,7.25 kW,511,
1.5,42.2724645,-71.4399781,213266450,1370,775,100,5.5 kW,388,
2,42.2892815,-71.4410449,213266885,1371,1480,100,5 kW,352,
1.5,42.2892632,-71.4267907,213262768,1174,881,100,6.25 kW,440,
1,42.2878693,-71.4458761,213268044,1436,1409,100,4.5 kW,317,
1,42.3132005,-71.4140963,213256987,1205,969,100,6.25 kW,440,
1,42.301198,-71.48484,213273231,1376,634,100,4 kW,282,
1.5,42.2875386,-71.4403459,213266622,1066,634,100,7.5 kW,529,
1,42.2966095,-71.4461468,213268105,1210,881,100,5.75 kW,405,
2,42.2827908,-71.4071386,213252916,1436,1022,100,4.5 kW,317,
3,42.283069,-71.420366,213259507,1467,669,100,4.75 kW,335,
2,42.2629228,-71.420621,213259700,1113,1198,100,6.25 kW,440,
2,42.2871334,-71.4259706,213262466,1105,934,100,7 kW,493,
1.75,42.3079596,-71.4178999,213258418,1065,828,100,7 kW,493,
2,42.3021605,-71.425043,213262117,1317,916,100,5 kW,352,
2,42.2932311,-71.4350616,213264886,899,617,100,8.5 kW,599,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
2,42.3053736,-71.4108958,213254836,1402,846,100,4.75 kW,335,
1,42.3010606,-71.404912,213251908,1257,951,100,6.25 kW,440,
1,42.3100083,-71.4050833,213252067,1282,1004,100,5.5 kW,388,
2,42.2869933,-71.4419389,213267166,1413,1286,100,4.75 kW,335,
2.5,42.2683523,-71.4207293,213259668,1320,1163,100,5.75 kW,405,
1.5,42.2991569,-71.4331136,213264333,1254,511,100,6 kW,423,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
2,42.2697326,-71.4178535,213258408,1438,793,100,5 kW,352,
1,42.2867755,-71.4773131,213272163,976,511,100,7.25 kW,511,
2,42.2653894,-71.4208221,213259744,1200,476,100,6 kW,423,
2,42.310134,-71.4117771,213255300,1268,740,100,5.25 kW,370,
2,42.3083695,-71.4342499,213264661,1312,1498,100,5 kW,352,
2,42.2616951,-71.4244225,213261811,1415,405,100,5.75 kW,405,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
1,42.3094745,-71.4196161,213259090,901,529,100,7.5 kW,529,
2,42.2671955,-71.4115915,213255139,1470,687,100,4.5 kW,317,
1,42.2948604,-71.4294493,213263421,1314,1727,100,5 kW,352,
1,42.3139959,-71.4066283,213252595,1131,1057,100,6.5 kW,458,
2,42.2799874,-71.4484078,213268658,1345,1550,100,5 kW,352,
2,42.2672911,-71.4190595,213258888,1340,740,100,5 kW,352,
2,42.2676934,-71.4114524,213255106,1505,423,100,5.5 kW,388,
1,42.3053299,-71.4099681,213254449,1084,846,100,7.25 kW,511,
2,42.2890658,-71.4273937,213262928,1285,881,100,5.25 kW,370,
2.5,42.2742936,-71.4362212,213265265,1509,969,100,4.25 kW,300,
2,42.2694409,-71.4025463,213250763,1345,581,100,5.5 kW,388,
2,42.287876,-71.407507,213253152,1385,1145,100,5 kW,352,
2,42.3040933,-71.4068393,213252661,1430,1797,100,4.5 kW,317,
2,42.2824345,-71.45264,213269437,1085,141,100,2 kW,141,
1,42.3131283,-71.4792378,213272302,1232,899,100,6.25 kW,440,
2,42.2930634,-71.4300523,213263559,1376,881,100,5 kW,352,
2,42.3107451,-71.4129831,213255988,1394,793,100,4.75 kW,335,
1,42.3146681,-71.4250893,213262112,,,,,,
2.5,42.2751435,-71.4132614,213256575,1403,687,100,5.5 kW,388,
2,42.3142637,-71.436685,213265438,1303,881,100,5.25 kW,370,
1,42.3084702,-71.3959043,213248961,1460,1304,100,4.5 kW,317,
1,42.3118515,-71.4320468,213264032,1217,1357,100,5.5 kW,388,
2,42.285017,-71.4050976,213252058,1464,564,100,4.75 kW,335,
2,42.3016851,-71.4820203,213272819,1380,14799,100,4.75 kW,335,
1,42.3093394,-71.3961763,213248984,1497,1128,100,4.25 kW,300,
1.25,42.2938898,-71.4300987,213263565,1208,899,100,6 kW,423,
1.75,42.3109855,-71.461823,213270926,1095,899,100,6.25 kW,440,
1,42.2697415,-71.3965625,213249024,1452,1075,100,4.5 kW,317,
2,42.2701218,-71.4170649,213258148,992,247,100,3.5 kW,247,
2.5,42.2740076,-71.4191522,213258879,1425,1286,100,4.75 kW,335,
2,42.2853105,-71.4119626,213255389,1483,599,100,4.75 kW,335,
2,42.2913743,-71.4086751,213253786,1502,740,100,4.25 kW,300,
2.25,42.2757966,-71.4140499,213257021,1468,599,100,4.5 kW,317,
2,42.2721829,-71.4405373,213266709,1347,916,100,5 kW,352,
1,42.2698413,-71.4033813,213251207,1303,1128,100,5.25 kW,370,
1,42.3104543,-71.4279187,213263101,1504,969,100,4.5 kW,317,
1,42.3086233,-71.454472,213269761,1309,1392,100,5 kW,352,
1,42.2687374,-71.430377,213263614,1404,1339,100,4.75 kW,335,
1,42.2887974,-71.4436098,213267537,1282,1216,100,5.25 kW,370,
2,42.2723267,-71.4360356,213265259,1249,581,100,5.5 kW,388,
1,42.3093271,-71.3952149,213248842,1421,881,100,4.75 kW,335,
1,42.3118647,-71.4061181,213252464,889,370,100,5.25 kW,370,
2,42.2652684,-71.4205437,213259617,938,317,100,4.5 kW,317,
1,42.2623729,-71.4218193,213260541,1394,1674,100,4.75 kW,335,
1.5,42.3037098,-71.4049584,213252024,1420,969,100,4.75 kW,335,
1.75,42.3007049,-71.4178999,213258467,1152,335,100,4.75 kW,335,
2,42.3042689,-71.425414,213262257,1369,1533,100,5 kW,352,
2.5,42.2919264,-71.4259242,213262397,1393,564,100,5 kW,352,
2,42.3053543,-71.4028942,465454358,1464,2678,100,4.5 kW,317,
2,42.298171,-71.4425754,213267285,1167,1145,100,5.75 kW,405,
1,42.3129756,-71.4054223,213252133,1315,934,100,5 kW,352,
2,42.2812788,-71.4569765,213270162,1338,1550,100,5.25 kW,370,
1.75,42.2907634,-71.4256459,213262296,1205,511,100,6.75 kW,476,
1.5,42.2609138,-71.4218889,213260551,1389,775,100,5 kW,352,
1,42.3163039,-71.4435494,213267535,1251,1709,100,5.25 kW,370,
2,42.2898384,-71.4742523,213271836,1378,1163,100,5 kW,352,
2,42.3116262,-71.4665536,213271272,1171,1674,100,6.25 kW,440,
1,42.3133924,-71.4033581,213251092,1206,1445,100,5.75 kW,405,
1,42.2938325,-71.4195233,213259127,1358,758,100,5.75 kW,405,
1,42.2906808,-71.417923,213258470,1295,1832,100,5 kW,352,
2,42.2842194,-71.4009572,213250379,1291,4845,100,5 kW,352,
2.75,42.2836654,-71.4114176,213255029,1377,388,100,5 kW,352,
1.75,42.2758198,-71.4498108,213268993,1162,899,100,6 kW,423,
2,42.2948064,-71.410234,213254555,1419,899,100,4.75 kW,335,
